sentence1,sentence2,sentence2_masked,label,subjects,objects,ids,people,places
"Ted didn't visit Mark, John has visited Raul",John has visited Raul or Daniel didn't visit New Orleans,John has visited Raul [MASK] Daniel didn't visit New Orleans,or,"Ted, John, Daniel","Mark, Raul, New Orleans",1,"Ted, John, Raul, Mark, Daniel",New Orleans
"Maurice has visited Hot Springs, Edwin has visited Rafael",Maurice has visited Hot Springs or Gregory has visited Jerry,Maurice has visited Hot Springs [MASK] Gregory has visited Jerry,or,"Maurice, Edwin, Gregory","Hot Springs, Rafael, Jerry",0,"Maurice, Edwin, Rafael, Gregory",Hot Springs
"Edwin didn't visit Randy, Terrence has visited West Allis",Leonard has visited Washington or Terrence has visited West Allis,Leonard has visited Washington [MASK] Terrence has visited West Allis,or,"Edwin, Terrence, Leonard","Randy, West Allis, Washington",1,"Edwin, Terrence, Randy, Leonard","Washington, West Allis"
"Julio didn't visit Elizabethton, Steve didn't visit Clifton",Julio didn't visit Elizabethton or Pedro didn't visit Rick,Julio didn't visit Elizabethton [MASK] Pedro didn't visit Rick,or,"Julio, Steve, Pedro","Elizabethton, Clifton, Rick",0,"Julio, Steve, Clifton, Pedro",Elizabethton
"Chester has visited Ramon, Salvador didn't visit Chelsea",Chester has visited Ramon or Herbert didn't visit Mississippi,Chester has visited Ramon [MASK] Herbert didn't visit Mississippi,or,"Chester, Salvador, Herbert","Ramon, Chelsea, Mississippi",0,"Chester, Salvador, Ramon, Herbert","Chelsea, Mississippi"
"Johnny didn't visit Charlie, Keith didn't visit William",Johnny didn't visit Charlie and Keith didn't visit William,Johnny didn't visit Charlie [MASK] Keith didn't visit William,and,"Johnny, Keith","Charlie, William","0, 1","Johnny, Keith, William, Charlie",
"Manuel didn't visit New London, Clayton has visited Phenix City",Manuel didn't visit New London or Don didn't visit Bryan,Manuel didn't visit New London [MASK] Don didn't visit Bryan,or,"Manuel, Clayton, Don","New London, Phenix City, Bryan",0,"Manuel, Clayton, Don","Phenix City, New London"
"Clayton didn't visit Herbert, Dennis has visited Crossett",Clayton didn't visit Herbert and Dennis has visited Crossett,Clayton didn't visit Herbert [MASK] Dennis has visited Crossett,and,"Clayton, Dennis","Herbert, Crossett","0, 1","Clayton, Dennis, Herbert",Crossett
"Vincent has visited Hanover, Leslie has visited Chris",Leslie has visited Chris and Vincent has visited Hanover,Leslie has visited Chris [MASK] Vincent has visited Hanover,and,"Vincent, Leslie","Hanover, Chris","0, 1","Vincent, Leslie, Chris",Hanover
"Howard has visited Brett, Walter didn't visit Fallon",Walter didn't visit Fallon and Howard has visited Brett,Walter didn't visit Fallon [MASK] Howard has visited Brett,and,"Howard, Walter","Brett, Fallon","0, 1","Howard, Walter, Brett",Fallon
"Arnold has visited Brian, Jimmie has visited Milton",Arnold has visited Brian and Jimmie has visited Milton,Arnold has visited Brian [MASK] Jimmie has visited Milton,and,"Arnold, Jimmie","Brian, Milton","0, 1","Arnold, Jimmie, Brian",Milton
"Don didn't visit Anchorage, Jared didn't visit New Milford",Jared didn't visit New Milford or Jessie has visited East Cleveland,Jared didn't visit New Milford [MASK] Jessie has visited East Cleveland,or,"Don, Jared, Jessie","Anchorage, New Milford, East Cleveland",1,"Don, Jared, Jessie","New Milford, Anchorage, East Cleveland"
"Nathan has visited Jared, Frank has visited Chris",Frank has visited Chris or John didn't visit Ted,Frank has visited Chris [MASK] John didn't visit Ted,or,"Nathan, Frank, John","Jared, Chris, Ted",1,"Nathan, Frank, Chris, Jared, John",
"Sean didn't visit Martinsburg, Dustin has visited Alexandria",Sean didn't visit Martinsburg and Dustin has visited Alexandria,Sean didn't visit Martinsburg [MASK] Dustin has visited Alexandria,and,"Sean, Dustin","Martinsburg, Alexandria","0, 1","Sean, Dustin","Martinsburg, Alexandria"
"Gabriel has visited Clifton, Carl has visited Alvin",Carl has visited Alvin and Gabriel has visited Clifton,Carl has visited Alvin [MASK] Gabriel has visited Clifton,and,"Gabriel, Carl","Clifton, Alvin","0, 1","Gabriel, Carl, Alvin, Clifton",
"Daniel didn't visit Interlochen, Kevin has visited Justin",Kevin has visited Justin and Daniel didn't visit Interlochen,Kevin has visited Justin [MASK] Daniel didn't visit Interlochen,and,"Daniel, Kevin","Interlochen, Justin","0, 1","Daniel, Kevin, Justin",Interlochen
"Jon has visited Ross, Jesus didn't visit Duncan",Jon has visited Ross or Miguel didn't visit Juan,Jon has visited Ross [MASK] Miguel didn't visit Juan,or,"Jon, Jesus, Miguel","Ross, Duncan, Juan",0,"Jon, Jesus, Ross, Miguel",Duncan
"Antonio didn't visit Boca Raton, Adam didn't visit Miguel",Antonio didn't visit Boca Raton and Adam didn't visit Miguel,Antonio didn't visit Boca Raton [MASK] Adam didn't visit Miguel,and,"Antonio, Adam","Boca Raton, Miguel","0, 1","Antonio, Adam, Miguel",Boca Raton
"Calvin has visited Mike, Enrique didn't visit Bradley",Jon has visited Fairbanks or Calvin has visited Mike,Jon has visited Fairbanks [MASK] Calvin has visited Mike,or,"Calvin, Enrique, Jon","Mike, Bradley, Fairbanks",0,"Calvin, Enrique, Bradley, Mike, Jon",Fairbanks
"Ken didn't visit Ross, Lonnie didn't visit Greenville",Ken didn't visit Ross and Lonnie didn't visit Greenville,Ken didn't visit Ross [MASK] Lonnie didn't visit Greenville,and,"Ken, Lonnie","Ross, Greenville","0, 1","Ken, Lonnie, Ross",Greenville
"Patrick didn't visit Joel, Wesley has visited Greenville",Greg has visited Cocoa-Rockledge or Wesley has visited Greenville,Greg has visited Cocoa-Rockledge [MASK] Wesley has visited Greenville,or,"Patrick, Wesley, Greg","Joel, Greenville, Cocoa-Rockledge",1,"Patrick, Wesley, Joel, Greg","Cocoa-Rockledge, Greenville"
"Roland has visited William, Adam didn't visit Rockville",Adam didn't visit Rockville and Roland has visited William,Adam didn't visit Rockville [MASK] Roland has visited William,and,"Roland, Adam","William, Rockville","0, 1","Roland, Adam, William",Rockville
"Scott has visited Gene, Bryan didn't visit Holly Springs",Bryan didn't visit Holly Springs or Harold didn't visit Gillette,Bryan didn't visit Holly Springs [MASK] Harold didn't visit Gillette,or,"Scott, Bryan, Harold","Gene, Holly Springs, Gillette",1,"Scott, Bryan, Gene, Harold","Gillette, Holly Springs"
"Fernando has visited Weirton, Sean didn't visit El Dorado",Fernando has visited Weirton or Timothy has visited Abilene,Fernando has visited Weirton [MASK] Timothy has visited Abilene,or,"Fernando, Sean, Timothy","Weirton, El Dorado, Abilene",0,"Fernando, Sean, Timothy","El Dorado, Abilene, Weirton"
"Jason has visited Don, Leroy has visited Aaron",Jason has visited Don or Armando has visited La Grande,Jason has visited Don [MASK] Armando has visited La Grande,or,"Jason, Leroy, Armando","Don, Aaron, La Grande",0,"Jason, Leroy, Aaron, Don, Armando",La Grande
"Jimmie didn't visit Kenneth, Tyrone didn't visit Belmont",Tyrone didn't visit Belmont and Jimmie didn't visit Kenneth,Tyrone didn't visit Belmont [MASK] Jimmie didn't visit Kenneth,and,"Jimmie, Tyrone","Kenneth, Belmont","0, 1","Jimmie, Tyrone, Kenneth",Belmont
"Bryan has visited Portland, Bob didn't visit Leslie",Bob didn't visit Leslie or Terrance has visited Mike,Bob didn't visit Leslie [MASK] Terrance has visited Mike,or,"Bryan, Bob, Terrance","Portland, Leslie, Mike",1,"Bryan, Bob, Leslie, Terrance",Portland
"Travis has visited Alvin, Jordan didn't visit Glenn",Jordan didn't visit Glenn and Travis has visited Alvin,Jordan didn't visit Glenn [MASK] Travis has visited Alvin,and,"Travis, Jordan","Alvin, Glenn","0, 1","Travis, Jordan, Alvin, Glenn",
"Cody didn't visit Valdez, Randall didn't visit Antonio",Randall didn't visit Antonio or Rodney has visited George,Randall didn't visit Antonio [MASK] Rodney has visited George,or,"Cody, Randall, Rodney","Valdez, Antonio, George",1,"Cody, Randall, Antonio, Rodney",Valdez
"Jessie didn't visit Everett, Glenn has visited Massillon",Jessie didn't visit Everett and Glenn has visited Massillon,Jessie didn't visit Everett [MASK] Glenn has visited Massillon,and,"Jessie, Glenn","Everett, Massillon","0, 1","Jessie, Glenn, Everett",Massillon
"Patrick didn't visit Marvin, Bryan didn't visit Livingston",Patrick didn't visit Marvin or Francis has visited Willard,Patrick didn't visit Marvin [MASK] Francis has visited Willard,or,"Patrick, Bryan, Francis","Marvin, Livingston, Willard",0,"Patrick, Bryan, Marvin, Francis",Livingston
"Tim has visited Bryan, John didn't visit Jeffrey",Tim has visited Bryan or Milton has visited Wabash,Tim has visited Bryan [MASK] Milton has visited Wabash,or,"Tim, John, Milton","Bryan, Jeffrey, Wabash",0,"Tim, John, Bryan, Jeffrey, Milton",Wabash
"Anthony has visited Camden, Harold didn't visit Calvin",Harold didn't visit Calvin and Anthony has visited Camden,Harold didn't visit Calvin [MASK] Anthony has visited Camden,and,"Anthony, Harold","Camden, Calvin","0, 1","Anthony, Harold, Calvin",Camden
"Carl has visited Bruce, Mario didn't visit Fayetteville",Henry has visited Butte or Mario didn't visit Fayetteville,Henry has visited Butte [MASK] Mario didn't visit Fayetteville,or,"Carl, Mario, Henry","Bruce, Fayetteville, Butte",1,"Carl, Mario, Bruce, Henry","Fayetteville, Butte"
"Harry didn't visit Apalachicola, Alan didn't visit Corey",Harry didn't visit Apalachicola and Alan didn't visit Corey,Harry didn't visit Apalachicola [MASK] Alan didn't visit Corey,and,"Harry, Alan","Apalachicola, Corey","0, 1","Harry, Alan, Corey",Apalachicola
"Christian has visited Mark, Paul has visited Gary",Paul has visited Gary and Christian has visited Mark,Paul has visited Gary [MASK] Christian has visited Mark,and,"Christian, Paul","Mark, Gary","0, 1","Christian, Paul, Gary, Mark",
"Edwin didn't visit Wahpeton, Maurice has visited Northampton",Maurice has visited Northampton and Edwin didn't visit Wahpeton,Maurice has visited Northampton [MASK] Edwin didn't visit Wahpeton,and,"Edwin, Maurice","Wahpeton, Northampton","0, 1","Edwin, Maurice","Wahpeton, Northampton"
"Leo has visited Hallandale Beach, Clayton has visited Jerry",Frank has visited Atlanta or Clayton has visited Jerry,Frank has visited Atlanta [MASK] Clayton has visited Jerry,or,"Leo, Clayton, Frank","Hallandale Beach, Jerry, Atlanta",1,"Leo, Clayton, Jerry, Frank","Hallandale Beach, Atlanta"
"Kent didn't visit Claude, Bernard didn't visit Bluefield",Kent didn't visit Claude and Bernard didn't visit Bluefield,Kent didn't visit Claude [MASK] Bernard didn't visit Bluefield,and,"Kent, Bernard","Claude, Bluefield","0, 1","Kent, Bernard, Claude",Bluefield
"Leonard has visited Rene, Armando has visited Marc",Armando has visited Marc or Jay didn't visit Bernard,Armando has visited Marc [MASK] Jay didn't visit Bernard,or,"Leonard, Armando, Jay","Rene, Marc, Bernard",1,"Leonard, Armando, Rene, Marc, Jay",
"Everett has visited Yankton, Jeffery didn't visit Carlos",Jeffery didn't visit Carlos and Everett has visited Yankton,Jeffery didn't visit Carlos [MASK] Everett has visited Yankton,and,"Everett, Jeffery","Yankton, Carlos","0, 1","Everett, Jeffery, Carlos",Yankton
"Timothy didn't visit Bay Saint Louis, Dwight has visited Raymond",Stanley didn't visit Ontario or Dwight has visited Raymond,Stanley didn't visit Ontario [MASK] Dwight has visited Raymond,or,"Timothy, Dwight, Stanley","Bay Saint Louis, Raymond, Ontario",1,"Timothy, Dwight, Raymond, Stanley","Ontario, Bay Saint Louis"
"Timothy has visited Pasadena, Claude didn't visit South San Francisco",Timothy has visited Pasadena or Leroy didn't visit Andrew,Timothy has visited Pasadena [MASK] Leroy didn't visit Andrew,or,"Timothy, Claude, Leroy","Pasadena, South San Francisco, Andrew",0,"Timothy, Claude, Leroy","South San Francisco, Pasadena"
"Jeremy didn't visit Bellevue, Gilbert didn't visit Mike",Jeremy didn't visit Bellevue and Gilbert didn't visit Mike,Jeremy didn't visit Bellevue [MASK] Gilbert didn't visit Mike,and,"Jeremy, Gilbert","Bellevue, Mike","0, 1","Jeremy, Gilbert, Mike",Bellevue
"Roy has visited Johnny, Nicholas didn't visit Rawlins",Nicholas didn't visit Rawlins and Roy has visited Johnny,Nicholas didn't visit Rawlins [MASK] Roy has visited Johnny,and,"Roy, Nicholas","Johnny, Rawlins","0, 1","Roy, Nicholas, Johnny",Rawlins
"Dale didn't visit Ottawa, Russell has visited Ernest",Dale didn't visit Ottawa and Russell has visited Ernest,Dale didn't visit Ottawa [MASK] Russell has visited Ernest,and,"Dale, Russell","Ottawa, Ernest","0, 1","Dale, Russell, Ernest",Ottawa
"Keith has visited Indiana, Bill has visited Libertyville",Dave didn't visit Durant or Keith has visited Indiana,Dave didn't visit Durant [MASK] Keith has visited Indiana,or,"Keith, Bill, Dave","Indiana, Libertyville, Durant",0,"Keith, Bill, Dave","Durant, Indiana, Libertyville"
"Brent has visited Leon, Lonnie has visited Ludlow",Lonnie has visited Ludlow and Brent has visited Leon,Lonnie has visited Ludlow [MASK] Brent has visited Leon,and,"Brent, Lonnie","Leon, Ludlow","0, 1","Brent, Lonnie, Leon",Ludlow
"Louis didn't visit Norman, Mike didn't visit Lawrence",Louis didn't visit Norman or Perry didn't visit Richard,Louis didn't visit Norman [MASK] Perry didn't visit Richard,or,"Louis, Mike, Perry","Norman, Lawrence, Richard",0,"Louis, Mike, Lawrence, Norman, Perry",
"Glenn didn't visit Johnstown, Harry didn't visit Utah",Harry didn't visit Utah or Vernon has visited Joel,Harry didn't visit Utah [MASK] Vernon has visited Joel,or,"Glenn, Harry, Vernon","Johnstown, Utah, Joel",1,"Glenn, Harry, Vernon","Utah, Johnstown"
"Ron has visited Prineville, Willard didn't visit New Hope",Ron has visited Prineville and Willard didn't visit New Hope,Ron has visited Prineville [MASK] Willard didn't visit New Hope,and,"Ron, Willard","Prineville, New Hope","0, 1","Ron, Willard","New Hope, Prineville"
"Shawn has visited Julio, Marcus has visited Prichard",Shawn has visited Julio or Henry didn't visit Keith,Shawn has visited Julio [MASK] Henry didn't visit Keith,or,"Shawn, Marcus, Henry","Julio, Prichard, Keith",0,"Shawn, Marcus, Julio, Henry",Prichard
"Melvin didn't visit Joel, Ray has visited Henderson",Melvin didn't visit Joel or Elmer has visited Glen Ellyn,Melvin didn't visit Joel [MASK] Elmer has visited Glen Ellyn,or,"Melvin, Ray, Elmer","Joel, Henderson, Glen Ellyn",0,"Melvin, Ray, Joel, Elmer","Glen Ellyn, Henderson"
"Jorge has visited Ivan, Curtis has visited Stanley",Curtis has visited Stanley or Ernest didn't visit Andy,Curtis has visited Stanley [MASK] Ernest didn't visit Andy,or,"Jorge, Curtis, Ernest","Ivan, Stanley, Andy",1,"Jorge, Curtis, Stanley, Ivan, Ernest",
"Joseph didn't visit Jessie, Lewis has visited Newport",Joseph didn't visit Jessie and Lewis has visited Newport,Joseph didn't visit Jessie [MASK] Lewis has visited Newport,and,"Joseph, Lewis","Jessie, Newport","0, 1","Joseph, Lewis, Jessie",Newport
"Bryan has visited Crystal City, Stephen didn't visit Gene",Jason didn't visit Binghamton or Stephen didn't visit Gene,Jason didn't visit Binghamton [MASK] Stephen didn't visit Gene,or,"Bryan, Stephen, Jason","Crystal City, Gene, Binghamton",1,"Bryan, Stephen, Gene, Jason","Binghamton, Crystal City"
"Scott didn't visit Erie, Timothy didn't visit Jon",Scott didn't visit Erie and Timothy didn't visit Jon,Scott didn't visit Erie [MASK] Timothy didn't visit Jon,and,"Scott, Timothy","Erie, Jon","0, 1","Scott, Timothy, Jon",Erie
"Clayton has visited Willard, Dennis didn't visit Sterling",Clayton has visited Willard or Lloyd didn't visit Darryl,Clayton has visited Willard [MASK] Lloyd didn't visit Darryl,or,"Clayton, Dennis, Lloyd","Willard, Sterling, Darryl",0,"Clayton, Dennis, Willard, Lloyd",Sterling
"Ian has visited Batesville, Gordon didn't visit Rene",Troy has visited Waycross or Ian has visited Batesville,Troy has visited Waycross [MASK] Ian has visited Batesville,or,"Ian, Gordon, Troy","Batesville, Rene, Waycross",0,"Ian, Gordon, Rene, Troy","Batesville, Waycross"
"Wade has visited Arlington, Ian didn't visit Concord",Ian didn't visit Concord and Wade has visited Arlington,Ian didn't visit Concord [MASK] Wade has visited Arlington,and,"Wade, Ian","Arlington, Concord","0, 1","Wade, Ian","Concord, Arlington"
"Armando didn't visit Lahaina, Franklin didn't visit Jon",Franklin didn't visit Jon and Armando didn't visit Lahaina,Franklin didn't visit Jon [MASK] Armando didn't visit Lahaina,and,"Armando, Franklin","Lahaina, Jon","0, 1","Armando, Franklin, Jon",Lahaina
"Mike has visited Allan, Howard didn't visit Chris",Mike has visited Allan and Howard didn't visit Chris,Mike has visited Allan [MASK] Howard didn't visit Chris,and,"Mike, Howard","Allan, Chris","0, 1","Mike, Howard, Allan, Chris",
"John didn't visit Richard, Roger didn't visit Ricky",Jeff didn't visit Hialeah or John didn't visit Richard,Jeff didn't visit Hialeah [MASK] John didn't visit Richard,or,"John, Roger, Jeff","Richard, Ricky, Hialeah",0,"John, Roger, Richard, Ricky, Jeff",Hialeah
"Harold has visited Ronnie, Benjamin didn't visit Washington",Harold has visited Ronnie and Benjamin didn't visit Washington,Harold has visited Ronnie [MASK] Benjamin didn't visit Washington,and,"Harold, Benjamin","Ronnie, Washington","0, 1","Harold, Benjamin, Ronnie",Washington
"Andy didn't visit Carlos, Nelson didn't visit Jerome",Nelson didn't visit Jerome and Andy didn't visit Carlos,Nelson didn't visit Jerome [MASK] Andy didn't visit Carlos,and,"Andy, Nelson","Carlos, Jerome","0, 1","Andy, Nelson, Carlos, Jerome",
"Seth has visited Fernando, Dennis has visited Morgantown",Allen has visited Wahiawa or Seth has visited Fernando,Allen has visited Wahiawa [MASK] Seth has visited Fernando,or,"Seth, Dennis, Allen","Fernando, Morgantown, Wahiawa",0,"Seth, Dennis, Fernando, Allen","Wahiawa, Morgantown"
