sentence1,sentence2,sentence2_masked,label,subjects,objects,ids,people,places
"Francisc didn't visit Vermillion, someone didn't visit Asbury Park.",it's false that everyone has visited Vermillion,it's false that [MASK] has visited Vermillion,everyone,Francisc,"Vermillion, Asbury Park",0,Francisc,"Asbury Park, Vermillion"
"Johnny didn't visit Cleburne, someone has visited New Madrid.",someone didn't visit Cleburne,[MASK] didn't visit Cleburne,someone,Johnny,"Cleburne, New Madrid",0,Johnny,"New Madrid, Cleburne"
"Reginald didn't visit Pottstown, Oscar didn't visit Maurice.",it's false that everyone has visited Maurice,it's false that [MASK] has visited Maurice,everyone,"Reginald, Oscar","Pottstown, Maurice",1,"Reginald, Oscar, Maurice",Pottstown
"Clifford didn't visit Farmington, Ron has visited Leonard.",someone has visited Leonard,[MASK] has visited Leonard,someone,"Clifford, Ron","Farmington, Leonard",1,"Clifford, Ron, Leonard",Farmington
"everyon has visited Kitty Hawk, Eric didn't visit Mississippi.",it's false that someone didn't visit Kitty Hawk,it's false that [MASK] didn't visit Kitty Hawk,someone,"everyon, Eric","Kitty Hawk, Mississippi",0,"everyon, Eric","Mississippi, Kitty Hawk"
"everyone didn't visit Salvador, Stephen didn't visit Armando.",it's false that everyone has visited Armando,it's false that [MASK] has visited Armando,everyone,Stephen,"Salvador, Armando",1,"Stephen, Salvador, Armando",
"Jesse didn't visit Greenville, everyone has visited Eduardo.",someone didn't visit Greenville,[MASK] didn't visit Greenville,someone,Jesse,"Greenville, Eduardo",0,"Jesse, Eduardo",Greenville
"everyone didn't visit Presque Isle, Jamie didn't visit Bradley.",it's false that everyone has visited Bradley,it's false that [MASK] has visited Bradley,everyone,Jamie,"Presque Isle, Bradley",1,"Jamie, Bradley",Presque Isle
"Ronald has visited Isaac, Brad didn't visit Glen Ellyn.",it's false that everyone has visited Glen Ellyn,it's false that [MASK] has visited Glen Ellyn,everyone,"Ronald, Brad","Isaac, Glen Ellyn",1,"Ronald, Brad, Isaac",Glen Ellyn
"everyone didn't visit Shawneetown, Howard didn't visit Providence.",it's false that everyone has visited Providence,it's false that [MASK] has visited Providence,everyone,Howard,"Shawneetown, Providence",1,Howard,"Providence, Shawneetown"
"someone has visited Erik, Lloyd didn't visit Karl.",it's false that everyone has visited Karl,it's false that [MASK] has visited Karl,everyone,Lloyd,"Erik, Karl",1,"Lloyd, Karl, Erik",
"Anthony has visited Mario, everyon has visited Silver Spring.",it's false that someone didn't visit Silver Spring,it's false that [MASK] didn't visit Silver Spring,someone,"Anthony, everyon","Mario, Silver Spring",1,"Anthony, everyon, Mario",Silver Spring
"Gary has visited Livermore, everyone didn't visit Keith.",someone has visited Livermore,[MASK] has visited Livermore,someone,Gary,"Livermore, Keith",0,"Gary, Keith",Livermore
"Floyd didn't visit Brett, everyone has visited Delta.",it's false that everyone has visited Brett,it's false that [MASK] has visited Brett,everyone,Floyd,"Brett, Delta",0,"Floyd, Brett",Delta
"everyone has visited Jay, everyone didn't visit Oak Park.",it's false that someone didn't visit Jay,it's false that [MASK] didn't visit Jay,someone,,"Jay, Oak Park",0,Jay,Oak Park
"Johnnie has visited Key West, everyone didn't visit Clifton.",someone has visited Key West,[MASK] has visited Key West,someone,Johnnie,"Key West, Clifton",0,"Johnnie, Clifton",Key West
"Eric didn't visit Roy, Jim didn't visit Bowling Green.",it's false that everyone has visited Bowling Green,it's false that [MASK] has visited Bowling Green,everyone,"Eric, Jim","Roy, Bowling Green",1,"Eric, Jim, Roy",Bowling Green
"Chad didn't visit Greenville, Nelson didn't visit Leonard.",it's false that everyone has visited Leonard,it's false that [MASK] has visited Leonard,everyone,"Chad, Nelson","Greenville, Leonard",1,"Chad, Nelson, Leonard",Greenville
"everyone has visited Flint, Vernon didn't visit Guilford.",it's false that everyone has visited Guilford,it's false that [MASK] has visited Guilford,everyone,Vernon,"Flint, Guilford",1,Vernon,"Flint, Guilford"
"Frederic didn't visit Terry, Jimmie didn't visit Johnnie.",it's false that everyone has visited Terry,it's false that [MASK] has visited Terry,everyone,"Frederic, Jimmie","Terry, Johnnie",0,"Frederic, Jimmie, Johnnie, Terry",
"Lance has visited Lawrence, Ronnie didn't visit Alberto.",it's false that everyone has visited Alberto,it's false that [MASK] has visited Alberto,everyone,"Lance, Ronnie","Lawrence, Alberto",1,"Lance, Ronnie, Alberto, Lawrence",
"someone has visited Erie, everyon has visited Mike.",it's false that someone didn't visit Mike,it's false that [MASK] didn't visit Mike,someone,everyon,"Erie, Mike",1,"everyon, Mike",Erie
"Duane didn't visit Wayne, someone didn't visit Byron.",it's false that everyone has visited Wayne,it's false that [MASK] has visited Wayne,everyone,Duane,"Wayne, Byron",0,"Duane, Wayne, Byron",
"everyone has visited South San Francisco, someone didn't visit Bradley.",it's false that someone didn't visit South San Francisco,it's false that [MASK] didn't visit South San Francisco,someone,,"South San Francisco, Bradley",0,Bradley,South San Francisco
"Robert didn't visit Brad, Wayne didn't visit Milton.",it's false that everyone has visited Milton,it's false that [MASK] has visited Milton,everyone,"Robert, Wayne","Brad, Milton",1,"Robert, Wayne, Milton, Brad",
"everyon has visited Leslie, Ryan didn't visit Chillicothe.",it's false that someone didn't visit Leslie,it's false that [MASK] didn't visit Leslie,someone,"everyon, Ryan","Leslie, Chillicothe",0,"everyon, Ryan, Leslie",Chillicothe
"Travis didn't visit Jose, Erik has visited New Hampshire.",it's false that everyone has visited Jose,it's false that [MASK] has visited Jose,everyone,"Travis, Erik","Jose, New Hampshire",0,"Travis, Erik, Jose",New Hampshire
"Everett didn't visit Logan, Lance has visited Eugene.",someone didn't visit Logan,[MASK] didn't visit Logan,someone,"Everett, Lance","Logan, Eugene",0,"Everett, Lance","Eugene, Logan"
"someone has visited Elgin, Charlie didn't visit Derrick.",someone didn't visit Derrick,[MASK] didn't visit Derrick,someone,Charlie,"Elgin, Derrick",1,"Charlie, Derrick",Elgin
"everyone has visited Jeremy, Dustin has visited Kapaa.",it's false that someone didn't visit Jeremy,it's false that [MASK] didn't visit Jeremy,someone,Dustin,"Jeremy, Kapaa",0,"Dustin, Jeremy",Kapaa
"Brett has visited Tillamook, Henry didn't visit Adam.",it's false that everyone has visited Adam,it's false that [MASK] has visited Adam,everyone,"Brett, Henry","Tillamook, Adam",1,"Brett, Henry, Adam",Tillamook
"everyone didn't visit Levittown, Louis didn't visit Sidney.",someone didn't visit Sidney,[MASK] didn't visit Sidney,someone,Louis,"Levittown, Sidney",1,"Louis, Sidney",Levittown
"everyone didn't visit North Carolina, Robert didn't visit Clarksdale.",someone didn't visit Clarksdale,[MASK] didn't visit Clarksdale,someone,Robert,"North Carolina, Clarksdale",1,Robert,"Clarksdale, North Carolina"
"Darryl has visited Ross, Derek didn't visit Bellingham.",it's false that everyone has visited Bellingham,it's false that [MASK] has visited Bellingham,everyone,"Darryl, Derek","Ross, Bellingham",1,"Darryl, Derek, Ross",Bellingham
"Randall didn't visit Ottawa, everyone didn't visit Homer.",it's false that everyone has visited Ottawa,it's false that [MASK] has visited Ottawa,everyone,Randall,"Ottawa, Homer",0,Randall,"Homer, Ottawa"
"Jessie didn't visit Nathaniel, everyone has visited Plainfield.",it's false that everyone has visited Nathaniel,it's false that [MASK] has visited Nathaniel,everyone,Jessie,"Nathaniel, Plainfield",0,"Jessie, Nathaniel",Plainfield
"Kurt didn't visit Chris, Marc didn't visit Jerry.",it's false that everyone has visited Chris,it's false that [MASK] has visited Chris,everyone,"Kurt, Marc","Chris, Jerry",0,"Kurt, Marc, Chris, Jerry",
"Lester didn't visit Terrence, Alfredo has visited Valdez.",someone has visited Valdez,[MASK] has visited Valdez,someone,"Lester, Alfredo","Terrence, Valdez",1,"Lester, Alfredo, Terrence",Valdez
"someone has visited Terrence, Andrew didn't visit Manuel.",it's false that everyone has visited Manuel,it's false that [MASK] has visited Manuel,everyone,Andrew,"Terrence, Manuel",1,"Andrew, Terrence, Manuel",
"Marion didn't visit Shawn, Darren didn't visit Wilmington.",someone didn't visit Wilmington,[MASK] didn't visit Wilmington,someone,"Marion, Darren","Shawn, Wilmington",1,"Marion, Darren, Shawn",Wilmington
"someone has visited Bastrop, everyon has visited Roselle.",it's false that someone didn't visit Roselle,it's false that [MASK] didn't visit Roselle,someone,everyon,"Bastrop, Roselle",1,everyon,"Bastrop, Roselle"
"Angel didn't visit Miguel, Derek has visited Oneida.",it's false that everyone has visited Miguel,it's false that [MASK] has visited Miguel,everyone,"Angel, Derek","Miguel, Oneida",0,"Angel, Derek, Miguel",Oneida
"Johnnie didn't visit Theodore, everyone has visited Wood River.",it's false that someone didn't visit Wood River,it's false that [MASK] didn't visit Wood River,someone,Johnnie,"Theodore, Wood River",1,"Johnnie, Theodore",Wood River
"Andy didn't visit Kurt, Chad didn't visit New Haven.",it's false that everyone has visited Kurt,it's false that [MASK] has visited Kurt,everyone,"Andy, Chad","Kurt, New Haven",0,"Andy, Chad, Kurt",New Haven
"everyone has visited Kelly, Marvin didn't visit Pullman.",it's false that everyone has visited Pullman,it's false that [MASK] has visited Pullman,everyone,Marvin,"Kelly, Pullman",1,"Marvin, Kelly",Pullman
"Donald didn't visit Kent, everyone didn't visit Max.",it's false that everyone has visited Kent,it's false that [MASK] has visited Kent,everyone,Donald,"Kent, Max",0,"Donald, Kent, Max",
"Brett has visited Sherman, someone didn't visit Florence.",someone has visited Sherman,[MASK] has visited Sherman,someone,Brett,"Sherman, Florence",0,Brett,"Sherman, Florence"
"Lee has visited Walter, Raymond has visited New Orleans.",someone has visited New Orleans,[MASK] has visited New Orleans,someone,"Lee, Raymond","Walter, New Orleans",1,"Lee, Raymond, Walter",New Orleans
"Ivan didn't visit Puyallup, someone has visited Greenfield.",it's false that everyone has visited Puyallup,it's false that [MASK] has visited Puyallup,everyone,Ivan,"Puyallup, Greenfield",0,Ivan,"Puyallup, Greenfield"
"someone didn't visit Tucson, Donald didn't visit Keith.",it's false that everyone has visited Keith,it's false that [MASK] has visited Keith,everyone,Donald,"Tucson, Keith",1,"Donald, Keith",Tucson
"Darrell has visited White Sulphur Springs, Bill has visited New Britain.",someone has visited New Britain,[MASK] has visited New Britain,someone,"Darrell, Bill","White Sulphur Springs, New Britain",1,"Darrell, Bill","New Britain, White Sulphur Springs"
"Chad has visited Vernal, everyone has visited Homer.",it's false that someone didn't visit Homer,it's false that [MASK] didn't visit Homer,someone,Chad,"Vernal, Homer",1,Chad,"Vernal, Homer"
"everyon has visited Glendive, someone has visited Jacob.",it's false that someone didn't visit Glendive,it's false that [MASK] didn't visit Glendive,someone,everyon,"Glendive, Jacob",0,"everyon, Jacob",Glendive
"Andrew has visited Dan, Marshall didn't visit Chad.",it's false that everyone has visited Chad,it's false that [MASK] has visited Chad,everyone,"Andrew, Marshall","Dan, Chad",1,"Andrew, Marshall, Chad, Dan",
"Brett didn't visit Riverside, Leon has visited Freddie.",someone didn't visit Riverside,[MASK] didn't visit Riverside,someone,"Brett, Leon","Riverside, Freddie",0,"Brett, Leon, Freddie",Riverside
"Jack didn't visit San Simeon, Nathaniel has visited Oneida.",it's false that everyone has visited San Simeon,it's false that [MASK] has visited San Simeon,everyone,"Jack, Nathaniel","San Simeon, Oneida",0,"Jack, Nathaniel","San Simeon, Oneida"
"Louis didn't visit Watertown, Jack didn't visit Plymouth.",it's false that everyone has visited Watertown,it's false that [MASK] has visited Watertown,everyone,"Louis, Jack","Watertown, Plymouth",0,"Louis, Jack","Watertown, Plymouth"
"Leo didn't visit Durham, Willie has visited Andy.",it's false that everyone has visited Durham,it's false that [MASK] has visited Durham,everyone,"Leo, Willie","Durham, Andy",0,"Leo, Willie, Andy",Durham
"Jerry didn't visit Stony Point, someone has visited Laurel.",it's false that everyone has visited Stony Point,it's false that [MASK] has visited Stony Point,everyone,Jerry,"Stony Point, Laurel",0,Jerry,"Laurel, Stony Point"
"Antonio didn't visit Perry, everyone didn't visit Wayne.",it's false that everyone has visited Perry,it's false that [MASK] has visited Perry,everyone,Antonio,"Perry, Wayne",0,"Antonio, Perry",Wayne
"Terry didn't visit Raymond, Marshall didn't visit Downey.",it's false that everyone has visited Raymond,it's false that [MASK] has visited Raymond,everyone,"Terry, Marshall","Raymond, Downey",0,"Terry, Marshall, Raymond",Downey
"Isaac didn't visit Lewis, everyone has visited Petaluma.",someone didn't visit Lewis,[MASK] didn't visit Lewis,someone,Isaac,"Lewis, Petaluma",0,"Isaac, Lewis",Petaluma
"Calvin has visited Davis, everyone has visited Brian.",it's false that someone didn't visit Brian,it's false that [MASK] didn't visit Brian,someone,Calvin,"Davis, Brian",1,"Calvin, Brian",Davis
"Donald didn't visit Belle Fourche, someone has visited Adrian.",someone didn't visit Belle Fourche,[MASK] didn't visit Belle Fourche,someone,Donald,"Belle Fourche, Adrian",0,"Donald, Adrian",Belle Fourche
"Allan has visited Vernon, everyone didn't visit Texas City.",someone has visited Vernon,[MASK] has visited Vernon,someone,Allan,"Vernon, Texas City",0,"Allan, Vernon",Texas City
"Brett didn't visit Kapaa, everyone has visited Bobby.",someone didn't visit Kapaa,[MASK] didn't visit Kapaa,someone,Brett,"Kapaa, Bobby",0,"Brett, Bobby",Kapaa
"everyone has visited Myrtle Beach, someone has visited Vernon.",it's false that someone didn't visit Myrtle Beach,it's false that [MASK] didn't visit Myrtle Beach,someone,,"Myrtle Beach, Vernon",0,Vernon,Myrtle Beach
"Curtis has visited Rockland, Daniel has visited Saranac Lake.",someone has visited Saranac Lake,[MASK] has visited Saranac Lake,someone,"Curtis, Daniel","Rockland, Saranac Lake",1,"Curtis, Daniel","Saranac Lake, Rockland"
"everyone has visited Potsdam, Jesse didn't visit Kittery.",it's false that everyone has visited Kittery,it's false that [MASK] has visited Kittery,everyone,Jesse,"Potsdam, Kittery",1,Jesse,"Potsdam, Kittery"
"everyone didn't visit Michael, Peter didn't visit Pedro.",someone didn't visit Pedro,[MASK] didn't visit Pedro,someone,Peter,"Michael, Pedro",1,"Peter, Pedro, Michael",
"Francis didn't visit Birmingham, Lee didn't visit Adrian.",someone didn't visit Birmingham,[MASK] didn't visit Birmingham,someone,"Francis, Lee","Birmingham, Adrian",0,"Francis, Lee, Adrian",Birmingham
"everyon has visited Calumet City, someone has visited Nicholas.",it's false that someone didn't visit Calumet City,it's false that [MASK] didn't visit Calumet City,someone,everyon,"Calumet City, Nicholas",0,"everyon, Nicholas",Calumet City
"Craig has visited Jack, Timothy didn't visit Richard.",it's false that everyone has visited Richard,it's false that [MASK] has visited Richard,everyone,"Craig, Timothy","Jack, Richard",1,"Craig, Timothy, Jack, Richard",
